ORDEM,MUNICIPIO,NOME_PREFEITO,TELEFONE_WHATSAPP,VALOR_POTENCIAL,LINK_LANDING_PAGE,MENSAGEM_WHATSAPP
538,Santo Antônio da Alegria,,,R$ 3.962.413,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Santo Antônio da Alegria,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.962.413* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
539,Santo Antônio de Posse,,,R$ 11.725.573,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Santo Antônio de Posse,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 11.725.573* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
540,Santo Antônio do Aracangua,,,R$ 5.475.212,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Santo Antônio do Aracangua,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 5.475.212* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
541,Santo Antônio do Jardim,,,R$ 2.701.370,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Santo Antônio do Jardim,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.701.370* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
542,Santo Antônio do Pinhal,,,R$ 4.871.230,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Santo Antônio do Pinhal,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 4.871.230* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
543,Santo Expedito,,,R$ 1.764.627,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Santo Expedito,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.764.627* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
544,Santópolis do Aguapeí,,,R$ 1.488.058,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Santópolis do Aguapeí,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.488.058* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
545,Santos,,,R$ 45.637.995,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Santos,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 45.637.995* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
546,São Bento do Sapucaí,,,R$ 3.184.474,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Bento do Sapucaí,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.184.474* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
547,São Bernardo do Campo,,,R$ 221.053.329,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Bernardo do Campo,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 221.053.329* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
548,São Caetano do Sul,,,R$ 51.140.931,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Caetano do Sul,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 51.140.931* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
549,São Carlos,,,R$ 52.838.234,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Carlos,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 52.838.234* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
550,São Francisco,,,R$ 1.098.837,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Francisco,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.098.837* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
551,São João da Boa Vista,,,R$ 18.794.897,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São João da Boa Vista,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 18.794.897* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
552,São João das Duas Pontes,,,R$ 1.698.558,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São João das Duas Pontes,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.698.558* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
553,São João de Iracema,,,R$ 1.038.875,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São João de Iracema,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.038.875* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
554,São João do Pau DAlho,,,R$ 1.185.993,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São João do Pau DAlho,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.185.993* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
555,São Joaquim da Barra,,,R$ 7.751.714,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Joaquim da Barra,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 7.751.714* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
556,São José da Bela Vista,,,R$ 2.447.821,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São José da Bela Vista,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.447.821* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
557,São José do Barreiro,,,R$ 3.019.304,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São José do Barreiro,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.019.304* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
558,São José do Rio Pardo,,,R$ 10.448.099,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São José do Rio Pardo,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 10.448.099* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
559,São José do Rio Preto,,,R$ 131.801.861,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São José do Rio Preto,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 131.801.861* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
560,São José dos Campos,,,R$ 262.063.771,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São José dos Campos,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 262.063.771* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
561,São Lourenço da Serra,,,R$ 6.190.520,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Lourenço da Serra,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 6.190.520* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
562,São Luíz do Paraitinga,,,R$ 4.752.223,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Luíz do Paraitinga,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 4.752.223* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
563,São Manuel,,,R$ 12.838.203,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Manuel,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 12.838.203* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
564,São Miguel Arcanjo,,,R$ 10.650.527,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Miguel Arcanjo,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 10.650.527* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
565,São Paulo,,,R$ 2.650.230.177,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Paulo,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.650.230.177* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
566,São Pedro,,,R$ 15.371.396,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Pedro,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 15.371.396* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
567,São Pedro do Turvo,,,R$ 3.467.163,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Pedro do Turvo,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.467.163* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
568,São Roque,,,R$ 34.867.484,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Roque,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 34.867.484* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
569,São Sebastião,,,R$ 57.236.611,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Sebastião,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 57.236.611* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
570,São Sebastião da Grama,,,R$ 3.889.799,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Sebastião da Grama,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.889.799* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
571,São Simão,,,R$ 1.333.867,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Simão,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.333.867* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
572,São Vicente,,,R$ 135.680.001,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de São Vicente,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 135.680.001* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
573,Sarapuí,,,R$ 3.968.996,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Sarapuí,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.968.996* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
574,Sarutaiá,,,R$ 1.716.187,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Sarutaiá,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.716.187* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
575,Sebastianópolis do Sul,,,R$ 1.464.044,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Sebastianópolis do Sul,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.464.044* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
576,Serra Azul,,,R$ 4.115.419,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Serra Azul,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 4.115.419* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
577,Serra Negra,,,R$ 1.804.505,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Serra Negra,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.804.505* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
578,Serrana,,,R$ 21.635.463,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Serrana,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 21.635.463* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
579,Sertãozinho,,,R$ 57.022.096,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Sertãozinho,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 57.022.096* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
580,Sete Barras,,,R$ 7.195.933,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Sete Barras,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 7.195.933* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
581,Severínia,,,R$ 6.916.390,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Severínia,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 6.916.390* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
582,Silveiras,,,R$ 3.137.149,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Silveiras,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.137.149* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
583,Socorro,,,R$ 10.732.786,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Socorro,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 10.732.786* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
584,Sorocaba,,,R$ 214.381.264,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Sorocaba,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 214.381.264* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
585,Sud Mennucci,,,R$ 2.758.455,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Sud Mennucci,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.758.455* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
586,Sumaré,,,R$ 87.867.981,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Sumaré,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 87.867.981* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
587,Suzanápolis,,,R$ 1.633.145,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Suzanápolis,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.633.145* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
588,Suzano,,,R$ 92.038.670,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Suzano,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 92.038.670* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
589,Tabapuã,,,R$ 3.592.761,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Tabapuã,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 3.592.761* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
590,Tabatinga,,,R$ 6.913.131,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Tabatinga,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 6.913.131* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
591,Taboão da Serra,,,R$ 80.154.015,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Taboão da Serra,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 80.154.015* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
592,Taciba,,,R$ 2.240.242,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Taciba,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.240.242* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
593,Taguaí,,,R$ 4.188.387,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Taguaí,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 4.188.387* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
594,Taiaçu,,,R$ 2.522.041,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Taiaçu,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 2.522.041* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
595,Taiúva,,,R$ 1.818.233,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Taiúva,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.818.233* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
596,Tambaú,,,R$ 5.532.579,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Tambaú,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 5.532.579* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
597,Tanabi,,,R$ 8.707.271,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Tanabi,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 8.707.271* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
598,Tapiraí,,,R$ 1.968.322,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Tapiraí,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.968.322* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
599,Tapiratiba,,,R$ 5.406.614,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Tapiratiba,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 5.406.614* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
600,Taquaral,,,R$ 1.181.352,https://www.institutoi10.com.br/apm-lp,"Prezado(a) Prefeito(a) de Taquaral,

A Associação Paulista de Municípios (APM), em parceria com o Instituto i10, identificou *R$ 1.181.352* em recursos FUNDEB não captados pelo seu município.

Preparamos um diagnóstico exclusivo. Acesse, busque seu município e baixe o relatório completo:
👉 https://www.institutoi10.com.br/apm-lp

A Força do Municipalismo
APM + Instituto i10"
